koUniv,continent,country,city,forUniv_eng,forUniv_kor,TO,period,GPA,lang
인하대,아시아,중국,,Chongqing University of Posts & Telecommunications,중경우전대학,10,1개학기,3,65
인하대,아시아,중국,,Minzu University of China,중앙민족대학,5,무관,3,70
인하대,아시아,중국,,Henan Polytechnic University,하남이공대학,5,무관,3.5,55
인하대,아시아,중국,,"Harbin Institute of Technology, Weihai",하얼빈공업대학(위해),10,무관,3,60
고려대,아시아,중국,,Jilin University,,2,1학기 또는 1년,3,"▶ TOEFL IBT 79 
▶ IELTS 6.0"
고려대,아시아,중국,,Chongqing University,,2,1학기 또는 1년,3," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음                                                   3. 영강수강: TOEFL 80 or IELTS 6"
고려대,아시아,중국,,East China Normal University,,3,1학기,3," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음                            
 3. 영강수강: IELTS 6 or equivalent"
고려대,아시아,중국,,Nanjing Normal University,,2,1학기 또는 1년,3," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음"
고려대,아시아,중국,,Xiamen University,,2,1학기 또는 1년,3.5,"1. 전공수업: HSK 신6급(220) 필요
2. 어학코스: HSK성적 필요없음                                                    3. 영강수강(전공): TOEFL IBT 80 or IELTS 6.0"
고려대,아시아,중국,,Shandong University,,5,1학기 또는 1년,3.5," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음"
고려대,아시아,중국,,Beijing Normal University,,3,"
1학기",3.5," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음
 3. 영강수강(전공):IELTS 6.0 or TOEFL 550(PBT), 213(CBT), 79(IBT)"
고려대,아시아,중국,,Nankai University,,2,1학기 또는 1년,3,"1. 전공수업: HSK 신6급 필요
2. 어학코스: HSK성적 필요없음"
고려대,아시아,중국,,Renmin University of China,,5,"
1학기",3," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음
3. 영강수강(전공): TOEFL 70 or IELTS 6.0"
고려대,아시아,중국,,Northeast Normal University,,2,1학기 또는 1년,3.5," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음
3. 영강수강(전공): TOEFL 80 or IELTS 6.0"
고려대,아시아,중국,,Southern University of Science and Technology,,3,1학기 또는 1년,3,"1. 전공수업: HSK 신6급 필요
2. 어학코스: HSK성적 필요없음"
고려대,아시아,홍콩,,City University of Hong Kong,,3,1학기 또는 1년,3,"1. 전공수업: HSK 신6급 필요
2. 어학코스: HSK성적 필요없음
3. 영강수강(전공): TOEFL 80 or IELTS 6.0"
고려대,아시아,홍콩,,The Chinese University of Hong Kong,,6,1학기 또는 1년,3," 1. 전공수업: HSK 6급 필요
 2. 어학코스: HSK성적 필요없음.
  3. 영강수강(전공): TOEFL 80 or IELTS 6.0"
고려대,아시아,홍콩,,The Hong Kong University of Science and Technology,,5,1학기,3," 1. 전공수업: HSK 신6급 필요
2. 영강수강:TOEFL 75 or IELTS 6
3. 어학코스:  HSK성적 필요없음
 (어학코스만 수강하기에는 개설과목 부족함)"
고려대,아시아,인도네시아,,Universitas Indonesia,,2,1학기 또는 1년,3,"1. 전공수업: TOEFL 530(PBT)/71(IBT) or IELTS 6.0
** 전공강의는 100% 영강임 
2. 어학코스: 어학공인성적 필요 없음"
고려대,아시아,일본,,Aoyama Gakuin University,,4,1학기 또는 1년,3.5,"1. 전공수업: HSK 신6급 필요
2. 어학코스: HSK성적 필요없음."
고려대,아시아,일본,,Chuo University,,2,1년,3.5," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음
3. 영강수강(전공): IELTS 6.5"
고려대,아시아,일본,,Daito Bunka University,,2,1학기 또는 1년,3.5,"1. 전공수업: HSK 신6급 필요
2. 어학코스: HSK성적 필요없음
 3. 영강수강: TOEFL 80 or IELTS 6"
고려대,아시아,일본,,Doshisha University,,2,1학기 또는 1년,3," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음."
고려대,아시아,일본,,Gifu University,,1,1학기 또는 1년,3," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음"
고려대,아시아,일본,,Hitotsubashi University,,2,1학기 또는 1년,3.5," 1. 전공수업: HSK 신6급 필요
 2. 어학코스: HSK성적 필요없음
3. 영강수강(전공): TOEFL 80 or IELTS 6.0"
고려대,아시아,일본,,International Christian University,,4,"
1학기",3,"▶TOEFL: 79 
▶IELTS: 6.5
▶Students who wish to apply for law courses must meet School of Law's English requirement of TOEFL 100 (internet-based test) or IELTS 7. "
고려대,아시아,일본,,Kyoto University,,1,1학기 또는 1년,3,"▶TOEFL: 79
▶ IELTS: 6"
고려대,아시아,일본,,Kyushu University,,3,1학기 또는 1년,3,"▶TOEFL: 80
▶ IELTS: 6"
고려대,아시아,일본,,Meiji University,,2,1학기 또는 1년,3,"▶TOEFL: 93
▶ IELTS: 6.5

Some faculties have higher standards: Please refer to https://aal.hku.hk/studyabroad/avail_program.php?id=13&type=incoming"
고려대,아시아,일본,,Osaka University,,4,1학기 또는 1년,3,"▶ 일어강의 희망자 JLPT N2 (+have studied Japanese for 1 year)

▶ 영어강의 희망자 TOEFL IBT 79 or IELTS 6.0"
고려대,아시아,일본,,Rikkyo University,,2,1학기 또는 1년,3.5,"▶ 공지사항에 나와있는 비영어권 교환학교 기본 지원 조건 필히 참조 (중급) - minimum of one year's study of Japanese at the college level

* Science & Engineering major는 JLPT N2도 함께 필요함"
고려대,아시아,일본,,The University of Tokyo,,1,1학기 또는 1년,3.5,"▶ CGE Program: 
TOEFL: 79 or  IELTS: 6.0

▶ CJLC Program: 
공지사항에 나와있는 비영어권 교환학교 기본 지원 조건 필히 참조 (중급) - 또한 지원 당시 minimum of one year's study of Japanese at the college level이 있어야 함"
고려대,아시아,일본,,Waseda University,,15,1학기 또는 1년,3.5,JLPT N2
고려대,아시아,일본,,Kindai University,,2,1학기,3,JLPT N2
고려대,아시아,일본,,Kyushu International University,,2,1학기 또는 1년,3,"▶ English
TOEFL: 79 or IELTS: 6.0

▶ Japanese
JLPT N2"
고려대,아시아,일본,,Ritsumeikan Asia Pacific University,,4,1학기 또는 1년,3.5,"[HUSTEP] TOEFL79 or IELTS6.5
[JLCSP, SAS] JLPT N2"
고려대,아시아,일본,,Saitama University,,3,1학기 또는 1년,3,"▶ 일어강의 희망자 : JLPT N1 

▶ 영어강의 희망자 : IBT 79 or IELTS 6.0"
고려대,아시아,싱가폴,,"Nanyang Technological University

경영학 전공자/생명과학대학 전공자 지원불가
(단과대 교환프로그램을 통해 지원)",,4,1학기 또는 1년,3,"
▶ 일어강의 희망자 : JLPT N2 or
*공지사항에 나와있는 비영어권 교환학교 기본 지원 조건 필히 참조 바람(중급)

▶ 영어강의 희망자 : TOEFL IBT 79"
고려대,아시아,싱가폴,,"National University of Singapore

경영학 전공자 지원불가
(경영학 전공자는 경영대 교환프로그램을 통해 지원)",,10,1학기 또는 1년,3,"▶ 일어강의 희망자 : *공지사항에 나와있는 비영어권 교환학교 기본 지원 조건 필히 참조 바람(중급)

▶ 영어강의 희망자 : TOEFL IBT 79 or IELTS 6.0"
고려대,아시아,싱가폴,,Singapore Management University,,5,1학기 또는 1년,3,"
▶ GEA Program:
- 일본어 강의 희망자 : JLPT N1
-영어 강의 희망자 : TOE리 79 or IELTS 6.5


▶ KUINEP Program:
TOEFL 79
"
고려대,아시아,대만,,National University of Kaohsiung,,2,1학기 또는 1년,3,"
[JTW]
TOEFL 79 or IELTS 6.0

[Regular]
Courses in Japanese: JLPT N1
Courses in English: TOEFL 79 or IELTS 6.0"
고려대,아시아,대만,,National Yang Ming Chiao Tung University,,2,1학기,3.5,"▶ 일어강의 희망자 : JLPT N2

▶ 영어강의 희망자 : TOEFL IBT 79 or IELTS 6.0

*단과대학별로 요구하는 점수가 더 높은 경우가 있으므로 본인 전공에 따라 파견교 정보 반드시 참고 후 지원할 것. 

(Application Guideline 3~4, 7~8page 참조)
https://www.meiji.ac.jp/cip/english/prospective/co7mm90000000461-att/co7mm900000004d1.pdf"
고려대,유럽,오스트리아,,Salzburg University of Applied Sciences,,3,1학기,3.5,"▶ 일어강의 희망자 : JLPT N1

▶ 영어강의 희망자 : TOEFL IBT 79 or IELTS 6.0"
고려대,유럽,오스트리아,,University of Vienna,,3,"
1학기",3.5,"*공지사항에 나와있는 비영어권 교환학교 기본 지원 조건 필히 참조 바람(중급) 

(추후 반드시 릿쿄대학 도착 후 실시하는 배치고사에서 J6 이상을 받아야 함)"
고려대,유럽,벨기에,,Vrije Universiteit Brussel,,3,"
1학기",3,"▶ IJL Program:
공지사항에 나와있는 비영어권 교환학교 기본 지원 조건 필히 참조 바람(중급)

▶ OSE or BT:
TOEFL IBT 79"
고려대,유럽,체코,,Charles University,,1,"
1학기",3,"▶ 일어강의 희망자 JLPT N1

▶ 영어강의 희망자 TOEFL IBT 90 (Speaking, Writing 각각 20 이상), IELTS 6.5 이상

▶ 대학원생의 경우 단과대학 별로 자격요건이 상이하므로 사전에 확인 필수 (링크 확인: https://www.u-tokyo.ac.jp/content/400032478.pdf)"
고려대,유럽,덴마크,,Aalborg University,,4,1학기,3.5,"
▶ 일어강의 희망자 : JLPT N1 

▶ 영어강의 희망자 : IBT 80 or IELTS 6.5

*단과대학별로 요구하는 점수가 더 높은 경우가 있으므로 본인 전공에 따라 파견교 정보 반드시 참고 후 지원할 것. 

-Graduate: vary by Graduate School. please see; https://www.u-tokyo.ac.jp/content/400032478.pdf"
고려대,유럽,덴마크,,Aarhus University,,4,"
1학기",3,"▶ 일어강의 희망자 : JLPT N2 

▶ 영어강의 희망자 : TOEFL iBT 80  "
고려대,유럽,덴마크,,Copenhagen Business School,,3,"
1학기",3,"▶ TOEFL: 90
▶ IELTS: 6.0 (a minimum of 6 for the Writing sub-test) 

http://global.ntu.edu.sg/GMP/GEMTrailblazer/GEMTrailblazerexchange/Whenyouapply/Pages/ApplicationCriteria.aspx"
고려대,유럽,덴마크,,University of Copenhagen,,3,"
1학기",3,"▶ TOEFL 79 
▶ IELTS 6.0"
고려대,유럽,에스토니아,,Tallinn University of Technology,,2,"
1학기",3,"▶ TOEFL: 79
▶ IELTS: 6.5 "
고려대,유럽,핀란드,,Hanken School of Economics,,8,"
1학기",3,"▶TOEFL 79
▶IELTS 6.0 

- Depends on different departments "
고려대,유럽,핀란드,,University of Helsinki,,4,"
1학기",3.5,"▶ English Proficiency: TOEFL iBT 80 or IELTS 6.5
▶ (1)Dept. of Chinese, (2)Dept. of East Asian Studies (3)Dept. of History : HSK 6"
고려대,유럽,프랑스,, Université Paris Diderot,,4,"
1학기",3.5,"▶ 영어강의 희망자: TOEFL IBT 79 or IELTS 6.0
▶ 중국어 강의 희망자: HSK 6"
고려대,유럽,프랑스,,AIX Marseille University,,4,"
1학기",3.5,"▶ TOEFL IBT 79 
▶ IELTS 6.0
▶ 중국어강의 희망자 : HSK 6급 "
고려대,유럽,프랑스,,IESEG School of Management (Lille - Paris),,10,"
1학기",3,"▶ TOEFL IBT 79 
▶ IELTS 6.0
▶ 태국어강의희망자: *공지사항에 나와있는 비영어권 교환학교 기본 지원 조건 필히 참조 바람(중급) "
고려대,유럽,프랑스,,INSA Lyon,,5,"
1학기",3,"TOEFL 87 or IELTS 6.0
독일어 강의 : B2 Level
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,프랑스,,ISC PARIS,,4,"
1학기",3.5,"TOEFL 80 or IELTS 6.0
독일어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독

(English, American Studies, Business, Economics, Statistics 영어성적제출필수)
(Centre of Translation Studies 독일어성적 B2 or C1 필수) 

http://international.univie.ac.at/en/incoming-students/non-eu-student-exchange-program/language-requirements-german-course/"
고려대,유럽,프랑스,,Sciences Po,,6,"
1학기",3,TOEFL 80 or IELTS 6.0 
고려대,유럽,프랑스,,TOULOUSE BUSINESS SCHOOL,,6,"
1학기",3,TOEFL 79 or IELTS 6.0 
고려대,유럽,프랑스,,Université Paris Nanterre,,7,1년,3,TOEFL 88 or IELTS 6.5 
고려대,유럽,프랑스,,University of Bordeaux,,4,"
1학기",3,TOEFL 83 or IELTS 6.5
고려대,유럽,프랑스,,University of Tours,,6,"
1학기",3,TOEFL 91 or IELTS 7.0
고려대,유럽,독일,,Albstadt-Sigmaringen University,,4,1학기,3.5,"Studies in English/American Language and Culture
Studies in Political Science
Studies in Film & Media Studies, Education, Rhetoric, and Philosophy
TOEFL iBT 80
IELTS 6.0

Studies in Library and Information Science
IELTS 6.5
TOEFL 83
"
고려대,유럽,독일,,University of Mannheim,,7,1학기,3.5,TOEFL 80 or IELTS 6.0
고려대,유럽,독일,,Eberhard Karls Universität Tübingen,,20,"
1학기",3.5,TOEFL 87 or IELTS 6.5 
고려대,유럽,독일,,Freie Universitaet Berlin ,,4,"
1학기",3,"TOEFL 80 or IELTS 6.5
프랑스어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,Georg-August-Universität Göttingen,,5,"
1학기",3,TOEFL 88 or IELTS 6.5
고려대,유럽,독일,,Gothe University Frankfurt,,8,"
1학기",3.5,"TOEFL 80 or IELTS 6.0
프랑스어 강의 : B1
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,Humboldt-Universität zu Berlin,,4,"
1학기",3,"프랑스어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,Neu-Ulm University of Applied Sciences,,3,"
1학기",3,"TOEFL  88 or  IELTS 6.5
프랑스어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,Otto-Friedrich-Universität Bamberg,,6,"
1학기",3,"프랑스어 강의 : TCF B1
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,"RWTH Aachen University
",,10,"
1학기",3,"TOEFL 85 or IELTS 6.0
프랑스어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,Technical University of Berlin,,6,"
1학기",3,"
TOEFL IBT 83 or IELTS 6.0
독일어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,Technical University of Munich ,,4,"
1학기",3.5,"TOEFL 88 or IELTS 6.5
독일어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,University of Bonn,,5,"
1학기",3.5,"TOEFL iBT 79 or IELTS 6.5
독일어 강의 : B2 (Goethe BE Test DAF TDN 3)
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,University of Regensburg,,4,"
1학기",3.5,"독일어 강의 : B1
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,독일,,Witten/Herdecke University,,2,"
1학기",3,"TOEFL IBT 88 or IELTS 6.0
독일어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,아이슬란드,,University of Iceland,,4,1학기,3,"TOEFL 85 or IELTS 6.5
독일어 강의 : B1
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,아이슬란드,,Trinity College Dublin,,6,1학기,3.5,"독일어 강의 : B1 (Division of Earth Science and Geography : B2)
*비영어권 지원자 언어 관련 지원조건 안내 필독

TOEFL80 or IELTS6.0"
고려대,유럽,아이슬란드,,University College Dublin,,4,1학기,3,"모든 파견자  A1 (ZD A1 이상 소지 필수)
영어 강의 : TOEFL 80 or IELTS 6.0"
고려대,유럽,이탈리아,,Venice International University,,20,1학기,3,"TOEFL 80 or IELTS 6.0
독일어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,이탈리아,,Alma Mater Studiorum - Università di Bologna,,4,"
1학기",3,"TOEFL 80 or IELTS 6.0
독일어 강의 : B2  
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,이탈리아,,Università Cattolica del Sacro Cuore,,6,"
1학기",3,"TOEFL 80 or IELTS 6.0
독일어 강의 : B1
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,이탈리아,,Università Commerciale Luigi Bocconi,,4,"
1학기",3,TOEFL 79 or IELTS 6.5
고려대,유럽,이탈리아,,University of Padova,,2,"
1학기",3.5,TOEFL 90(with a written score of 21) or IELTS 6.5(no individual band below 6)
고려대,유럽,이탈리아,,University of Rome Tor Vergata,,5,"
1학기",3.5,"TOEFL IBT 79 or IELTS 6.0
이탈리아어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,리투아니아,,Vytautas Magnus University,,3,"
1학기",3.5,"TOEFL IBT 79 or IELTS 6.0 
이탈리아어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,룩셈부르크,,University of Luxembourg,,4,"
1학기",3,TOEFL 79 or IELTS 6.0
고려대,유럽,노르웨이,,University of Agder,,3,"
1학기",3,TOEFL IBT 80 or IELTS 6.0 
고려대,유럽,폴란드,,Jagiellonian University,,4,"
1학기",3.5,"TOEFL 90 or IELTS 6.5
* 영어로 지원시 영강 개설과목이 충분한지 사전 확인후 지원

프랑스어 or 독일어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,폴란드,,University of Warsaw,,2,"
1학기",3,TOEFL IBT 79 or IELTS 6.0 
고려대,유럽,러시아,,Moscow State University (Institute of Asian and African Studies),,4,"
1학기",3,TOEFL IBT 80 or IELTS 6.0 
고려대,유럽,러시아,,Saint Petersburg State University,,10,"
1학기",3,TOEFL IBT 80 or IELTS 6.0 
고려대,유럽,스페인,,Universidade de Santiago de Compostela,,4,1학기,3,*비영어권 지원자 언어 관련 지원조건 안내 필독
고려대,유럽,스페인,,Universitat Autònoma de Barcelona,,3,1학기,3,*비영어권 지원자 언어 관련 지원조건 안내 필독
고려대,유럽,스페인,,UNIVERSITAT POLITECNICA DE VALENCIA,,4,1학기,3.5,"스페인어 강의 : B1
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,스페인,,Universitat Pompeu Fabra,,4,1학기,3.5,"스페인어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독

영어 강의 : TOEFL IBT 87 or IELTS 6.0"
고려대,유럽,스페인,,University of Deusto,,6,1학기,3.5,"TOEFL 80 or IELTS 6.0
스페인어 강의 : B1 

*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,스페인,,University of Malaga,,1,1학기,3,"TOEFL 79 or IELTS 6.0

스페인어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,스페인,,University of Navarra,,5,1학기,3, TOEFL 80 or IELTS 6.0
고려대,유럽,스페인,,Universidad Autonoma de Madrid,,2,"
1학기",3.5,"TOEFL 90 (at least 20 in Written test) 
or 
IELTS 6.5 (minimum 5.5 in all elements) "
고려대,유럽,스웨덴,,Halmstad University,,4,1학기,3,"TOEFL 82 or IELTS 6.5

*합격후 파견교 지원시 Language Proficiency Report 필수 제출
(https://lnu.app.box.com/s/7lq1znpq4tcgsxvj6f2g3x6ozs5ht45e)"
고려대,유럽,스웨덴,,Jonkoping University,,6,1학기,3,TOEFL 90 or IELTS 6.5
고려대,유럽,스웨덴,,Linnaeus University (old Vaxjo University),,4,"
1학기",3,"TOEFL 90 (no section below 20)
or
IELTS 6.5 (no section below 5.5)"
고려대,유럽,스웨덴,,Lund University,,4,"
1학기",3,TOEFL 90(no below 20 in written test) or IELTS 6.5 (no section below 5.5)
고려대,유럽,스웨덴,,Malmö University,,10,"
1학기",3,TOEFL 90 or IELTS 6.5
고려대,유럽,스웨덴,,Umeå University,,6,"
1학기",3.5,TOEFL IBT 88 or IELTS 6.5 
고려대,유럽,스웨덴,,University of Gothenburg,,8,"
1학기",3.5,"TOEFL 80 or IELTS 6.0
독일어 강의 : B2
*비영어권 지원자 언어 관련 지원조건 안내 필독

*합격후 파견교 지원시 Self Assessment 필수 제출
(http://europass.cedefop.europa.eu/resources/european-language-levels-cefr)"
고려대,유럽,스웨덴,,Uppsala University,,11,"
1학기",3.5,"TOEFL 88 or IELTS 6.5 

프랑스어 강의 : B2 (불어 공인언어성적 선호)
(Level A1 for classes in the School of French as a Foreign Language offered during the semester and for the Cours de vacances offered during the winter vacation. The EFLE offers only two courses for complete beginners (level A0) per semester, for a total of five ECTS credits.)

*비영어권 지원자 언어 관련 지원조건 안내 필독"
고려대,유럽,스위스,,University of Bern,,7,"
1학기",3,"TOEFL 90 or IELTS 6.5
 
독일어 강의 : C1 issued by the Goethe Institute or the German language department of the home university by a native speaker

*비영어권 지원자 언어 관련 지원조건 안내 필독
"
고려대,유럽,스위스,,University of Lausanne,,5,"
1학기",3,"TOEFL 90 
or
 IELTS 6.5 (at least 6.0 each band)   "
고려대,유럽,스위스,,University of Zurich,,3,"
1학기",3.5,TOEFL 90 or IELTS 6.5
고려대,유럽,네덜란드,,Radboud University ,,2,1학기,3,"TOEFL 90 
or 
IELTS 6.5 (minimum 6.0 in all elements)"
고려대,유럽,네덜란드,,University College Maastricht,,15,1학기,3,"Arts : TOEFL 92 (min. 20 in all elements) or IELTS 6.5 (min 6.0 in all elements)
Mathematics & Natural Sciences (대학원생): TOEFL 92 (min. 21 in all elements) or IELTS 6.5  (min 6.0 in all elements)
Spatial Sciences :  TOEFL 92 (min. 21 in all elements) orIELTS 6.5"
고려대,유럽,네덜란드,,Vrije Universiteit Amsterdam (Free University of Amsterdam),,20,1학기,3,"TOEFL 80 (with 20 in reading) 
or 
IELTS 6.5 "
고려대,유럽,네덜란드,,"Erasmus University Rotterdam
",,7,"
1학기",3,"*주의사항: 단과대에 따라 영어조건이 다르므로 아래의 링크를 통해 본인 전공분야별 요구사항 반드시 확인필요!
IELTS Language requirements vary depending on which school the student applies for. Please refer to the website for full details.  
www.aston.ac.uk/international-students/admissions-advice/english-language-requirements/"
고려대,유럽,네덜란드,,Leiden University,,3,"
1학기",3,IELTS 6.0 (with min 5.5 in all elements)
고려대,유럽,네덜란드,,University of Amsterdam,,8,"
1학기",3.5,IELTS 6.5 (with 5.5 in all subscores)
고려대,유럽,네덜란드,,University of Groningen,,5,"
1학기",3.5,IELTS 6.5 (minimum 6.5 in each skill)
고려대,유럽,터키,,Bilkent University  ,,4,"
1학기",3.5,"IELTS 6.5 (with 5.5 in each component)

http://www.ed.ac.uk/studying/visiting-exchange/international-exchange/english-language-requirement 
"
고려대,유럽,영국,,Aston University,,19,"
1학기",3,IELTS 6.0 (min. 5.5 in all elements) 
고려대,유럽,영국,,Keele University,,7,1학기,3,IELTS 6.5 (with at least 6.0 in Reading and Writing and 5.5 in Listening and Speaking)
고려대,유럽,영국,,King's College London,,3,1학기,3.5,"IELTS 6.0 (with 5.5 in all elements )
* Each department has its own requirements so must check with a relevant department."
고려대,유럽,영국,,SOAS University of London,,18,1학기,3,IELTS 6.5 (not less than 6.0 in each section)
고려대,유럽,영국,,The University of Birmingham,,9,1학기,3,"IELTS 6.5 (each section score 6.0 or obove)
IBT 90 (each section score 21 or above)
*Education, Management 지원 학생은 TOEFL 100점 이상"
고려대,유럽,영국,,The University of Nottingham,,12,1학기,3,"▶TOEFL: 79 ibt
▶IELTS: 6.0 (no band less 6.0)"
고려대,유럽,영국,,University of Bristol,,3,1학기,3,"▶TOEFL: 86 ibt (no individual score lower than 21)
▶IELTS: 6.5 (no band less 6.0)"
고려대,유럽,영국,,University of Edinburgh,,3,1학기,3,"▶TOEFL : iBT 88 (24 Writing / 22 Speaking / 22 Reading / 20 Listening)
▶IELTS : 6.5 (with no band below 6.0)"
고려대,유럽,영국,,University of Glasgow,,3,1학기,3.5,"▶TOEFL: 88 ibt (각 항목 20 이상)
▶IELTS: 6.5 (with no part less than 6.0)"
고려대,유럽,영국,,University of Kent,,4,1학기,3.5,"▶TOEFL: 90 ibt (reading & listening: each 22, writing & speaking: each 21)
▶IELTS: 6.5 (with no part less than 6.0)"
고려대,유럽,영국,,University of Leeds,,20,1학기,3.5,"▶TOEFL: 86 ibt
▶IELTS: 6.5"
고려대,유럽,영국,,University of Sheffield,,12,1학기,3,"▶TOEFL: 86 ibt (minimum of 20 on each section)
▶IELTS: Band 6.5"
고려대,유럽,영국,,University of Sussex,,12,1학기,3,"▶TOEFL: 79 ibt
▶IELTS: 6.0"
고려대,유럽,영국,,Royal Holloway University of London,,4,"
1학기",3.5,"▶TOEFL: 79 ibt
▶IELTS: 6.0"
고려대,북미,캐나다,,Mcgill University,,4,1학기,3,"▶TOEFL: 80 ibt
▶IELTS: 6.5"
고려대,북미,캐나다,,"Queen's University

*Commerce(Smith School of Business)는 경영학 전공자만 지원 가능",,"[Arts & Science(인문&사회과학)]
5

[Commerce(Smith School of Business)(경영학)]
4",1학기,3,"▶TOEFL: 100 ibt
▶IELTS: 7.0 (각 항목 6.5 이상)"
고려대,북미,캐나다,,Simon Fraser University,,5,1학기,3,"▶TOEFL: 79 ibt
▶IELTS: 6.0"
고려대,북미,캐나다,,University of Manitoba,,2,1학기,3,▶TOEFL: 79 ibt
고려대,북미,캐나다,,"The University of British Columbia

경영대학생 지원불가
(경영대 교환프로그램을 통해 지원)",,10,"
1학기",3,"▶TOEFL: 79 ibt (minimum of 16 on each section)
▶IELTS: 6.0 (no band less than 5.5)
"
고려대,북미,캐나다,,University of Calgary,,4,"
1학기",3.5,"▶TOEFL: 79
▶IELTS: 6.0"
고려대,북미,캐나다,,University of New Brunswick,,4,"
1학기",3.5,"▶TOEFL: 80 ibt
▶IELTS: 6.5"
고려대,북미,미국,,Arizona State University,,5,1학기,3.5,"▶TOEFL: 85 ibt (writing : 21, speaking, reading, listening : 20)
▶IELTS: 6.5 (writing, speaking: 6.5, reading, listening: 6.0)"
고려대,북미,미국,,"Binghamton University, SUNY",,4,1학기,3,"▶TOEFL: 100 ibt
▶IELTS: 7.0 (각 항목 6.5 이상)"
고려대,북미,미국,,California State University Fullerton,,6,1학기,3,"▶TOEFL: 79 ibt
▶IELTS: 6.5 (각 항목 6.0 이상)"
고려대,북미,미국,,"California State University, Los Angeles (CSU, LA)",,4,1학기,3.5,"▶TOEFL: 80 ibt (minimum of 20 on each section)
▶IELTS: 6.0 (minimum of 5.5 on each section)"
고려대,북미,미국,,Chapman University,,1,1학기,3,"▶TOEFL: 79 ibt (83 for Engineering, 100 for Law)
▶IELTS: 7.0"
고려대,북미,미국,,Murray State University,,1,1학기,3,"▶TOEFL: 79 ibt
▶IELTS: 6.5"
고려대,북미,미국,,North Dakota State Univesity,,3,1학기,3,"▶TOEFL: 80 ibt
▶IELTS: 6.5"
고려대,북미,미국,,Stony Brook University,,3,1학기,3,"▶TOEFL: 79 ibt
▶IELTS: Band 6.0

Note: Different departments may have higher minimum TOEFL requirements"
고려대,북미,미국,,"The George Washington University

공과대학생 지원불가
(공대 교환프로그램을 통해 지원)",,2,1학기,3,"▶TOEFL: 80 ibt
▶IELTS: 6.5

Note: Students with TOEFL scores less than 100 or IELTS 7.0 must take the English Language Institute (ELI) placement test upon arrival to UHM. Based on the result of the placement test, they may be required to register for up to three ELI classes."
고려대,북미,미국,,The University of Texas at Austin,,8,1학기,3.5,"▶TOEFL: 80 ibt
▶IELTS: 6.0 (no section below 6.0)

Note that some colleges may require higher scores
https://www.studyabroad.illinois.edu/incoming-students/incoming-application-process/instructions-components/"
고려대,북미,미국,,"University at Buffalo
 State University of New York",,7,1학기,3.5,"▶TOEFL: 79 ibt (overall score with no subscore below 18)
▶IELTS - 6.5  (overall score with no subscore below 6.0)"
